118,114,-917
75,4,-869
188,120,-798
182,120,-775
59,-3,-686
72,86,-630
48,47,-552
50,14,-554
65,-3,-572
50,-36,-603
38,-19,-592
-36,-11,-499
-102,32,-409
-109,-53,-393
-231,-56,-376
-301,-188,-402
-418,-229,-578
-511,-115,-616
-631,-69,-642
-802,-118,-737
-952,-279,-832
-1154,-393,-878
-1406,-332,-846
-1406,-332,-846
-1742,-629,-1001
-1815,-709,-1436
-1720,-658,-1485
-1239,-61,-634
-1216,-218,-319
-1165,-400,-412
-963,-696,-519
-861,-646,-524
-813,-675,-535
-777,-628,-555
-781,-546,-548
-757,-381,-562
-761,-378,-553
-795,-401,-521
-814,-418,-527
-815,-477,-532
-829,-514,-526
-835,-509,-502
-837,-451,-442
-841,-373,-399
-841,-354,-386
-863,-324,-389
-869,-307,-398
-868,-260,-379
-841,-194,-337
-827,-167,-315
-855,-227,-333
-872,-253,-348
-870,-253,-346
-876,-254,-326
-885,-230,-313
-897,-213,-329
-912,-228,-354
-911,-257,-349
-893,-306,-332
