121,291,-1028
166,320,-1014
43,236,-1051
89,247,-1051
40,326,-1038
67,412,-994
64,418,-974
68,464,-953
71,434,-889
53,397,-857
4,361,-729
-26,402,-666
-8,495,-518
-33,455,-492
9,469,-408
-33,325,-342
-117,225,-296
-146,156,-273
-186,130,-258
-266,-32,-300
-354,-24,-344
-443,-49,-465
-679,-208,-592
-843,-434,-675
-858,-400,-625
-847,-100,-456
-936,-88,-408
-1299,-170,-336
-1455,-295,-386
-1958,-587,-636
-2047,-539,-769
-2047,-234,-1082
-2047,-157,-1101
-1745,-74,-932
-1745,-74,-932
-1521,-74,-801
-1413,-119,-748
-1312,-106,-698
-1212,-30,-583
-1142,-15,-531
-934,38,-569
-904,40,-645
-857,60,-760
-819,84,-736
-793,138,-707
-884,136,-668
-877,167,-549
-843,174,-462
-913,186,-388
-998,152,-344
-1018,138,-319
-1003,165,-265
-979,187,-237
-996,177,-205
-979,137,-189
-991,148,-163
-986,162,-142
-974,147,-151
-963,80,-164
-961,-45,-204
-941,-42,-201
-923,-10,-176
-925,22,-133
-945,5,-146
-949,4,-170
-892,42,-211
-913,51,-229
-908,47,-215
