-55,-93,-997
-37,-233,-994
0,-156,-958
-10,-131,-951
-82,-249,-982
-115,-211,-1018
-99,-174,-1060
-150,-228,-1138
-154,-238,-1195
-130,-177,-1240
-198,-177,-1334
-324,-344,-1570
-339,-288,-1739
-277,-340,-1886
-312,-495,-2047
-331,-343,-2047
-274,-341,-2047
-188,-619,-2047
-161,-531,-2047
-17,-362,-2047
172,-521,-2047
250,-627,-2047
376,-947,-1739
386,-878,-1510
354,-537,-886
327,-391,-766
72,-438,-490
-99,-1189,-75
-99,-1189,-75
-160,256,438
-399,84,522
-471,-16,375
-403,-70,277
-257,216,313
-110,379,375
175,455,260
327,486,221
622,323,72
734,230,-39
740,286,-162
749,432,-298
765,466,-382
766,439,-557
767,429,-643
775,392,-713
813,371,-770
814,370,-773
789,353,-766
751,290,-768
758,218,-802
752,255,-779
727,321,-766
730,365,-760
736,338,-753
722,259,-725
722,251,-731
725,293,-729
724,378,-721
729,382,-726
703,295,-719
724,247,-711
723,309,-711
728,331,-706
742,324,-703
