34,-73,-1029
-21,-54,-1067
62,-89,-1077
46,-14,-1169
26,114,-1247
-82,197,-1571
-72,273,-1755
-71,526,-1879
-160,454,-1877
-139,393,-1910
-86,245,-1976
-157,109,-1957
-78,-29,-1827
-7,-174,-1746
-31,-138,-1718
26,-158,-1508
91,-176,-1268
107,-270,-1056
148,-310,-956
137,-324,-858
164,-144,-613
140,-29,-461
117,14,-408
97,-6,-313
172,-4,-245
200,97,-278
189,170,-332
183,196,-340
285,312,-308
345,371,-376
370,370,-420
395,367,-473
420,395,-517
422,419,-709
415,365,-737
428,379,-769
422,472,-808
402,502,-846
384,450,-882
416,434,-915
390,434,-898
388,439,-921
391,481,-925
357,511,-913
381,446,-907
377,447,-885
377,496,-872
374,504,-880
363,476,-883
356,425,-908
349,440,-869
363,507,-823
362,497,-862
381,449,-861
374,428,-869
365,426,-868
358,451,-873
356,465,-872
354,531,-881
