88,-37,-1012
37,17,-983
75,-55,-977
43,22,-901
-72,4,-868
-2,84,-838
-39,-100,-912
27,-70,-1029
23,-104,-1114
43,-39,-1471
76,-21,-1700
78,-118,-1820
100,-290,-2047
164,-411,-2046
158,-544,-2047
134,-504,-2047
125,-430,-2047
90,-577,-2047
40,-514,-2016
-3,-447,-1887
-115,-349,-1475
-103,-489,-1321
-83,-489,-1264
-168,-469,-1082
-165,-449,-810
-158,-406,-693
-270,-471,-388
-272,-471,-196
-214,-482,-38
137,-29,616
273,106,576
268,154,561
378,100,444
393,317,198
358,465,-147
284,552,-408
266,523,-498
307,506,-748
306,586,-852
318,605,-910
341,668,-964
344,630,-939
341,588,-936
354,458,-913
373,436,-906
387,447,-905
376,496,-897
370,461,-890
380,446,-891
391,418,-895
391,410,-901
343,413,-950
364,456,-940
363,478,-918
349,476,-918
344,500,-916
338,464,-915
348,430,-921
350,421,-911
358,476,-886
347,492,-887
