123,-99,-985
113,-68,-1007
-47,-228,-1065
-39,-153,-1177
-131,-39,-1213
-204,24,-1316
-210,147,-1587
-373,247,-1663
-394,251,-1683
-415,-56,-1820
-419,-193,-1859
-362,-121,-1951
-237,-15,-1996
-265,-38,-1981
-189,-392,-1887
-64,-604,-1680
71,-605,-1600
207,-564,-1467
171,-500,-1276
194,-493,-1179
93,-656,-745
69,-764,-357
99,-735,-191
178,-462,167
224,-182,292
282,-63,251
384,-62,441
390,-186,484
491,-242,924
657,-130,1234
726,-42,1271
794,246,1152
795,453,981
826,451,822
836,452,686
826,503,601
819,641,399
837,672,299
856,649,275
859,520,320
857,474,298
855,393,233
869,516,202
877,568,190
864,531,188
863,439,216
858,456,231
867,578,228
874,618,231
870,557,236
866,467,225
