22,-98,-955
22,-98,-955
-104,-210,-948
-114,-183,-929
5,-144,-905
-85,-135,-910
-40,-180,-954
-86,-220,-980
-103,-175,-1138
-130,-179,-1228
-223,-138,-1588
-237,-75,-1748
-326,-57,-2047
-305,15,-2045
-352,-11,-2047
-371,-238,-2047
-308,-207,-2047
-130,-194,-2047
10,-174,-2047
126,-366,-2035
244,-570,-1897
286,-833,-1713
267,-754,-1464
242,-664,-1213
262,-523,-956
332,-168,-544
199,164,-288
-16,-230,-115
-222,-548,63
-247,-262,280
-263,350,474
-263,350,474
-274,200,389
-229,47,416
-82,-104,489
-21,-72,480
102,143,436
102,143,436
89,199,296
74,143,280
7,-9,226
-20,-13,207
-104,-199,151
-117,-269,86
-50,-310,-192
16,-262,-270
304,-231,-528
439,-239,-566
592,35,-571
590,162,-579
590,256,-967
423,84,-1292
314,163,-1512
-121,217,-2047
52,460,-2046
-28,86,-2047
-430,-75,-2047
-567,387,-2047
-641,433,-2047
-779,196,-2047
-656,29,-2039
-576,-26,-1915
-508,-100,-1715
-373,-158,-1530
-329,-214,-1356
-297,-197,-1289
-230,-180,-1114
-229,-190,-1038
-213,-179,-1001
-229,-175,-976
-222,-171,-950
-237,-165,-945
-240,-156,-946
-260,-168,-960
-278,-180,-975
-280,-167,-955
-278,-156,-949
-273,-158,-951
-273,-163,-972
-281,-147,-973
-275,-133,-980
-255,-114,-970
-270,-124,-982
-258,-118,-995
-268,-138,-998
-263,-133,-995
-268,-151,-996
-271,-154,-1010
-264,-158,-1004
-261,-156,-994
-267,-161,-987
-261,-167,-977
-248,-148,-971
-260,-163,-982
