-251,-229,-1257
-410,16,-1580
-355,171,-1715
-397,106,-2047
-574,16,-2046
-503,-95,-2047
-452,-332,-2047
-277,-448,-2047
-151,-398,-2047
4,-342,-2047
59,-406,-2047
124,-807,-1910
124,-807,-1910
27,-798,-1261
-29,-864,-1083
-64,-503,-643
-45,-422,-500
-177,-206,-116
-177,-206,-116
-263,-247,292
-262,267,413
-288,299,429
-224,183,526
-187,78,586
-42,-206,667
23,-113,674
24,31,633
-1,117,555
-19,64,484
-34,-96,430
-39,-184,397
-95,-169,359
-139,-141,213
-120,-139,39
-30,-239,-238
58,-181,-348
124,-219,-365
152,-100,-365
72,75,-686
-58,-190,-1111
-58,-190,-1111
-43,-656,-1958
3,-276,-1855
-210,809,-1815
-281,229,-2047
-961,72,-2047
-1017,325,-2047
-1150,58,-2047
-1254,243,-2047
-1210,68,-2047
-1211,-6,-2016
-1017,-198,-1690
-868,-311,-1485
-736,-307,-1268
-587,-257,-1076
-534,-229,-1006
-458,-206,-895
-415,-218,-849
-376,-213,-824
-352,-192,-815
-351,-180,-818
-364,-219,-867
-373,-185,-872
-383,-207,-892
-390,-211,-906
-397,-214,-913
-399,-211,-923
-395,-160,-927
-393,-181,-950
-394,-175,-951
-390,-171,-955
-397,-173,-958
-395,-172,-955
-395,-161,-959
-383,-160,-945
-364,-141,-933
-351,-139,-930
-367,-169,-957
-358,-172,-966
-354,-170,-948
-335,-166,-917
-341,-132,-922
