154,-31,-1002
144,-28,-967
76,-129,-969
99,-108,-952
60,-113,-903
61,-97,-900
18,-120,-906
54,-150,-926
49,-118,-1014
45,-113,-1061
58,1,-1254
127,118,-1620
80,213,-2025
76,220,-2046
50,194,-2047
40,-30,-2047
-5,-94,-2047
-1,-48,-2047
93,-155,-2047
109,-300,-2047
124,-346,-2031
116,-515,-1654
59,-480,-1309
19,-511,-1162
-46,-396,-734
-142,-400,-608
-173,-407,-582
-239,-927,-177
-36,-682,214
93,29,311
137,404,303
159,152,290
317,-158,242
385,198,157
397,420,105
367,640,48
421,537,-41
415,485,-98
379,569,-164
400,704,-154
374,713,-132
360,609,-100
336,525,-108
293,520,-87
226,593,-31
211,497,-40
200,410,-59
170,230,-105
160,307,-114
142,252,-178
117,118,-255
127,123,-357
135,117,-418
276,-55,-519
228,-168,-733
204,147,-859
141,482,-829
226,357,-778
304,91,-892
298,28,-1186
184,42,-1685
186,144,-1885
118,218,-2047
-22,238,-2046
-80,163,-2047
-108,217,-2047
-131,227,-2047
-113,178,-2042
