-41,-27,-1089
-92,-150,-1135
-115,-62,-1364
-165,42,-1639
-238,79,-1823
-298,-25,-2047
-279,-266,-2047
-294,-302,-2047
-291,-394,-2047
-215,-575,-2047
-154,-588,-2047
52,-443,-2047
164,-581,-2046
163,-662,-1985
179,-1072,-1541
159,-913,-1180
139,-755,-900
103,-361,-656
-111,-44,-489
-120,-419,-170
-161,-623,-11
-303,-39,401
-298,490,548
-331,670,636
-325,384,774
-254,-120,896
-200,-139,958
-114,7,950
-44,185,837
-30,243,758
-138,-47,535
-164,-264,428
-172,-290,406
-258,-312,226
-325,-223,50
-340,-200,-14
-194,-380,-269
-56,-506,-354
14,-517,-356
174,-50,-502
231,239,-785
204,304,-916
-23,435,-1282
96,337,-1682
-17,52,-1885
-133,531,-2045
-184,281,-2045
-501,324,-2047
-1014,300,-2047
-1231,163,-2047
-1359,108,-2047
-1279,-29,-2011
-1128,-247,-1824
-969,-275,-1622
-796,-283,-1452
-674,-189,-1295
-569,-138,-1174
-519,-138,-1091
-472,-107,-1039
-478,-100,-1025
-444,-70,-988
-434,-50,-968
-444,-28,-935
-463,-60,-915
-467,-98,-895
-482,-88,-891
-485,-147,-896
-489,-153,-882
-486,-172,-883
-487,-175,-896
-487,-163,-903
-486,-168,-906
-474,-174,-904
-460,-162,-884
-444,-156,-874
-445,-182,-887
-434,-150,-898
-431,-154,-902
-424,-144,-909
-432,-143,-916
-436,-158,-926
-432,-140,-919
-436,-144,-928
-434,-135,-923
-436,-134,-935
-431,-108,-936
-436,-114,-940
