-160,-159,-1041
-280,-159,-1165
-380,9,-1308
-467,44,-1584
-483,245,-1770
-524,164,-1858
-536,107,-2000
-520,51,-2022
-392,80,-2038
-334,-95,-2014
-305,-141,-1955
-107,-247,-1681
-63,-407,-1588
-21,-529,-1591
93,-677,-1509
110,-678,-1374
228,-649,-1012
278,-569,-938
402,-272,-881
420,-119,-837
415,-139,-753
449,-198,-697
400,-164,-593
8,-66,-311
-207,-112,-145
-276,-178,-25
-267,-316,232
-208,-274,248
-68,32,283
-58,264,300
-101,383,357
33,439,430
160,442,392
343,232,235
307,132,139
325,150,119
491,307,34
485,275,12
460,279,-38
582,340,-57
591,330,-67
344,290,-209
333,318,-272
585,277,-205
598,74,-108
519,26,-137
175,-87,-659
238,-45,-1085
238,-45,-1085
180,200,-894
-421,74,-1964
-693,127,-2045
-522,408,-2047
-672,336,-2047
-846,165,-2047
-760,209,-2047
-713,211,-2047
