1,-18,-1031
1,-18,-1031
-41,90,-1036
-50,94,-1029
-28,105,-1055
-16,143,-1048
-43,116,-1040
-22,144,-1044
-50,151,-1053
-76,217,-1074
-104,281,-1099
-163,229,-1120
-163,229,-1120
-249,414,-1099
-249,414,-1099
-268,553,-1227
-268,553,-1227
-373,603,-1174
-373,603,-1174
-495,785,-1245
-541,828,-1220
-621,717,-1227
-680,612,-1205
-695,600,-1124
-676,620,-1104
-766,614,-1125
-885,478,-1110
-921,313,-1145
-923,398,-1115
-923,398,-1115
-1069,293,-832
-1161,214,-862
-1496,105,-845
-1554,26,-759
-1653,-50,-759
-1666,-387,-983
-1358,-1047,-1270
-437,-1447,-676
177,-1133,-1022
-251,-729,-1014
-305,-653,-830
31,-387,-734
-25,-305,-824
-46,-645,-866
82,-578,-833
42,-340,-910
6,-350,-943
42,-414,-966
74,-316,-965
65,-321,-952
107,-321,-994
91,-216,-998
98,-230,-1007
93,-187,-1013
84,-145,-1005
87,-151,-1023
107,-164,-1056
118,-149,-1036
91,-128,-1058
88,-141,-1051
92,-142,-1031
107,-154,-1051
99,-34,-1030
93,-100,-1064
99,-104,-1061
110,-74,-1069
94,-85,-1069
