-8,-216,-1088
-5,-14,-1101
-41,-4,-1114
-125,-58,-1215
-208,28,-1175
-199,116,-1144
-221,89,-1152
-221,89,-1152
-311,55,-1323
-503,109,-1355
-548,253,-1294
-610,311,-1258
-659,379,-1200
-727,436,-1150
-837,411,-1118
-988,412,-1117
-1008,401,-1135
-1026,221,-1114
-939,242,-1107
-939,242,-1107
-804,256,-979
-779,265,-919
-781,295,-780
-825,303,-717
-1172,46,-529
-1557,-353,-578
-1950,-714,-580
-2047,-1109,-445
-2045,-1054,-282
-1725,-1259,-18
-1559,-1490,-315
-629,-1530,-425
-372,-1193,-427
-119,-1094,-418
-150,-979,-612
-150,-979,-612
-192,-1352,-630
-134,-1265,-620
-169,-843,-690
-107,-738,-794
-91,-755,-844
-95,-779,-776
-83,-787,-728
-65,-757,-711
-105,-693,-738
-126,-632,-779
-118,-623,-778
-96,-674,-782
-80,-686,-771
-81,-707,-806
-99,-623,-786
-89,-594,-842
-97,-570,-852
-95,-594,-833
-87,-636,-825
-67,-606,-816
-68,-586,-811
-71,-587,-807
-68,-569,-821
-81,-565,-832
-60,-556,-834
-56,-563,-835
-61,-570,-836
-73,-546,-845
-76,-528,-856
-77,-552,-848
-64,-568,-851
