108,59,-813
124,158,-722
31,-6,-650
73,16,-563
-64,47,-535
-72,93,-529
-7,79,-609
110,23,-667
200,-25,-887
335,-168,-1168
424,-239,-1486
476,-312,-1791
499,-565,-2047
424,-734,-2046
271,-738,-2047
86,-612,-2047
-182,-361,-2047
-413,-139,-2047
-524,73,-2047
-655,136,-1919
-692,194,-1730
-671,232,-1562
-634,265,-1415
-602,275,-1328
-492,204,-1049
-455,158,-935
-350,78,-656
-300,107,-511
-300,99,-417
-254,13,-204
-226,-16,-167
-155,-54,-50
-105,12,-3
-82,43,25
22,33,123
52,10,159
149,-41,138
246,-51,89
329,-63,78
521,-240,-12
499,-360,-186
474,-372,-253
730,-255,-534
796,-315,-611
830,-311,-878
783,-306,-1091
824,-341,-1190
1019,-466,-1450
969,-485,-1632
912,-407,-1892
856,-375,-1886
830,-476,-1821
822,-483,-1884
690,-381,-1902
415,-240,-1726
194,-112,-1607
-72,56,-1468
