5,-23,-1007
133,23,-938
1,43,-883
13,42,-841
75,115,-698
75,115,-698
67,-23,-641
112,1,-717
178,-78,-876
297,-126,-1110
370,-148,-1257
618,-310,-1875
629,-322,-2043
416,-489,-2047
427,-411,-2047
49,-255,-2047
-204,49,-2047
-469,149,-2047
-651,248,-1995
-720,247,-1711
-722,217,-1425
-703,150,-1174
-621,87,-905
-517,98,-682
-390,177,-355
-390,177,-355
-288,94,-92
-249,45,2
-195,85,69
-184,76,120
-111,40,152
-40,-16,157
-9,-34,164
151,-106,138
218,-182,113
402,-401,36
445,-440,-7
611,-494,-215
695,-548,-299
777,-697,-709
851,-688,-1029
887,-736,-1337
826,-610,-1741
742,-413,-2041
682,-328,-2046
637,-283,-2047
535,-204,-2047
464,-134,-2047
218,110,-2043
163,168,-1977
-37,243,-1660
-150,286,-1456
-177,296,-1375
-205,242,-1142
-213,190,-1004
-204,131,-883
-166,97,-836
-133,96,-839
-54,66,-828
32,51,-809
90,62,-829
165,83,-838
168,72,-842
205,50,-952
231,71,-962
229,44,-1001
243,71,-1031
237,87,-1033
240,51,-1059
237,61,-1080
230,35,-1079
233,35,-1067
246,28,-1075
233,11,-1069
204,60,-1045
201,67,-1033
209,41,-1037
203,-1,-1036
196,37,-1034
190,69,-1018
