151,-13,-1025
67,-30,-1035
169,49,-1031
62,18,-1023
170,34,-1002
159,40,-1011
120,-19,-1041
131,-55,-1016
145,-54,-1030
106,78,-1020
79,117,-1008
72,111,-1026
30,47,-1044
31,-28,-1065
-48,27,-1049
-63,242,-1073
-106,220,-1076
-175,192,-1113
-230,123,-1108
-232,177,-1168
-259,185,-1120
-223,280,-1122
-198,406,-1148
-214,431,-1153
-241,428,-1171
-224,392,-1157
-225,401,-1159
-215,420,-1160
-253,394,-1135
-265,368,-1128
-271,324,-1168
-274,297,-1178
-255,187,-1120
-231,194,-1079
-303,189,-1092
-352,193,-1140
-442,72,-1201
-415,47,-1179
-427,-142,-1130
-502,-189,-1124
-519,-168,-1180
-568,-261,-1104
-431,-300,-999
-260,-319,-944
-199,-296,-970
-232,-302,-955
-225,-276,-925
-196,-308,-856
-196,-308,-856
-363,-388,-826
-331,-539,-779
-341,-603,-768
-325,-597,-717
-241,-762,-693
-239,-912,-737
-108,-967,-766
-44,-990,-778
-54,-1028,-837
-56,-784,-855
-75,-703,-893
-63,-657,-916
-64,-667,-927
-83,-599,-930
-85,-560,-950
-71,-589,-949
-68,-615,-964
-71,-584,-963
-81,-491,-960
-64,-493,-960
-52,-533,-966
-62,-562,-941
-56,-561,-925
-74,-588,-931
-69,-628,-966
-70,-629,-950
-78,-658,-922
-68,-682,-902
-83,-743,-905
-117,-766,-881
-160,-819,-843
-182,-865,-810
-218,-867,-772
-223,-868,-745
-259,-895,-802
-302,-868,-835
-313,-839,-839
-297,-694,-777
-294,-636,-761
-252,-558,-831
-227,-514,-909
-239,-519,-935
-290,-472,-857
-257,-361,-823
-239,-256,-861
-279,-201,-1020
-301,-275,-1037
-309,-308,-1019
-379,-258,-976
-399,-108,-1068
-419,-56,-1152
-443,-41,-1216
-410,-113,-1200
-405,-136,-1228
-498,-11,-1451
-518,77,-1392
-490,179,-1340
-384,354,-1147
-371,471,-1273
-262,554,-1257
-140,530,-1141
-101,493,-1109
-64,316,-1075
24,167,-1068
89,93,-1103
53,91,-1106
50,19,-1104
83,0,-1086
140,98,-1053
102,143,-1043
134,51,-1066
164,9,-1060
165,41,-1035
164,94,-1020
173,55,-1029
196,29,-1032
