-234,7,-1049
-276,-51,-1026
-419,133,-1049
-540,183,-1050
-999,447,-1040
-981,573,-1020
-900,405,-1113
-828,485,-1459
-774,450,-1778
-615,304,-1976
-535,73,-2047
-374,-331,-2047
-105,-800,-2047
180,-634,-2047
386,-676,-2047
551,-1086,-1957
575,-1224,-1573
592,-1008,-1161
545,-956,-849
563,-1157,-465
457,-1070,-287
404,-890,-173
344,-384,23
338,-259,33
198,-62,84
168,-89,101
94,-241,-25
-71,-157,-126
-187,-4,-175
-219,38,-169
-286,67,-256
-416,134,-284
-461,157,-248
-505,239,-236
-517,221,-444
-629,-47,-855
-679,-101,-793
-642,129,-486
-604,191,-805
-556,354,-1438
-501,618,-1171
-310,701,-1109
-251,465,-1590
-251,465,-1590
-322,867,-1532
-187,740,-1354
267,-90,-1641
354,-166,-1868
-52,71,-1686
-135,-46,-1439
387,-136,-1569
604,-74,-1642
