50,-82,-1010
40,58,-978
-17,-75,-987
-5,-113,-948
-86,46,-857
-126,89,-798
-206,41,-738
-252,81,-730
-279,80,-767
-376,173,-930
-399,232,-1019
-425,546,-1299
-434,565,-1378
-361,642,-1762
-318,622,-1943
-77,-33,-2045
-77,-33,-2045
162,-1103,-2047
306,-1267,-2047
353,-1198,-2045
432,-1206,-1753
488,-1297,-1394
525,-1363,-1014
548,-1345,-827
558,-1172,-415
522,-1057,-324
394,-766,-82
355,-707,-33
234,-541,51
198,-466,52
120,-303,65
79,-183,36
19,-48,-22
2,78,-78
-7,166,-170
-20,241,-279
-20,241,-279
-48,358,-423
-58,353,-434
11,340,-488
-14,331,-508
-101,341,-555
-119,333,-578
-141,234,-738
-168,210,-854
-278,244,-1220
-318,375,-1345
-288,438,-1439
-242,441,-1625
-88,320,-1823
106,121,-1976
254,-73,-2021
285,-198,-1926
298,-170,-1862
256,-165,-1723
292,-239,-1531
218,-154,-1343
143,-65,-1227
100,18,-1133
