-86,61,-988
-183,51,-968
-67,155,-895
-64,282,-855
-209,342,-832
-232,476,-795
-250,436,-833
-237,535,-948
-251,583,-1057
-299,766,-1235
-307,751,-1253
-450,719,-1448
-577,668,-1560
-1022,220,-1924
-1099,102,-1947
-1366,-841,-2041
-1404,-1108,-1968
-1002,-1370,-1590
-652,-1362,-1346
-570,-1404,-1117
-642,-1242,-683
-601,-1124,-478
-216,-794,16
-108,-727,102
31,-405,290
83,-157,320
116,143,218
161,289,138
258,326,46
261,328,-192
196,479,-331
235,846,-530
202,753,-867
145,292,-933
85,37,-970
1,174,-1050
-37,188,-1124
-257,-146,-1387
-303,-214,-1475
-407,-336,-1528
-443,-434,-1570
-552,-371,-1899
-670,-308,-2024
-937,-923,-1962
-887,-1144,-1786
-592,-798,-1525
-631,-756,-1362
-576,-787,-1269
-475,-639,-1040
-346,-459,-825
-294,-269,-783
-268,-194,-795
-167,-85,-808
-157,-39,-825
-139,76,-847
-138,106,-879
-142,101,-904
-144,35,-985
-149,52,-1033
-143,76,-1033
-153,49,-1083
-174,57,-1113
-182,-11,-1168
-175,-120,-1154
-138,-84,-1084
-94,19,-993
-80,62,-919
-51,-19,-858
-70,-107,-957
-47,-93,-1034
-33,-37,-1033
-23,2,-1010
7,-16,-951
-4,-67,-966
-36,-51,-1004
-60,-77,-1027
